contract_id,renewal_contract_id,buyer_key,category_label,start_date,age_months,declared_duration_months,dur_was_imputed,event,observed_duration_months,p_renewal_12m,p_renewal_24m,risk_tier,model_used,event_definition_note
BOAMP:15-42843,,NAME:cte de cnes de l ile de noirmoutier,IT Services & Consulting,2015-03-24,117.28,48.0,0,0,117.28,0.0242,0.0723,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-44999,,NAME:conseil general de la vendee,Cybersecurity,2015-03-24,117.28,48.0,1,0,117.28,0.0129,0.0432,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-47591,,SIREN:532458809,Telecom & Networks,2015-03-27,117.18,36.0,0,0,117.18,0.0063,0.0238,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-47696,,SIREN:110006012,IT Services & Consulting,2015-03-30,117.08,48.0,0,0,47.21,0.0242,0.0723,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-31076,,SIREN:218501914,Cybersecurity,2015-04-01,117.02,48.0,0,0,117.02,0.0088,0.0315,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-50314,,SIREN:110006012,IT Services & Consulting,2015-04-02,116.98,48.0,1,0,116.98,0.0206,0.0634,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-51571,,NAME:residences saint alexandre,Software & Applications,2015-04-07,116.82,48.0,1,0,116.82,0.0109,0.0374,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-52664,,SIREN:110006012,IT Services & Consulting,2015-04-08,116.79,48.0,0,0,116.79,0.0242,0.0723,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-53947,,SIREN:214401622,Software & Applications,2015-04-10,116.72,48.0,1,0,116.72,0.0061,0.0231,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-54892,,SIREN:288500010,Telecom & Networks,2015-04-10,116.72,48.0,1,0,116.72,0.0078,0.0284,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-54272,,SIREN:264900390,Unknown,2015-04-10,116.72,44.0,0,0,116.72,0.0159,0.0511,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-54977,,NAME:conseil general de la sarthe,Digital Workplace & Collaboration,2015-04-13,116.62,48.0,1,0,116.62,0.0126,0.0423,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-55213,,SIREN:451324974,Telecom & Networks,2015-04-13,116.62,12.0,0,0,116.62,0.016,0.0514,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-56123,,SIREN:247200132,Unknown,2015-04-14,116.59,48.0,1,0,116.59,0.0071,0.0264,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-56649,BOAMP:15-141361,SIREN:234400034,IT Services & Consulting,2015-04-14,116.59,12.0,0,1,7.79,0.0386,0.105,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-55527,BOAMP:18-52482,NAME:cdc du pays de saint gilles cx de vie,Software & Applications,2015-04-14,116.59,48.0,1,1,42.18,0.0109,0.0374,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-56918,,NAME:vallet,Telecom & Networks,2015-04-15,116.56,12.0,0,0,116.56,0.0092,0.0327,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-56776,,SIREN:532458809,Telecom & Networks,2015-04-15,116.56,48.0,1,0,116.56,0.0043,0.0172,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-58339,,NAME:cnieg,IT Services & Consulting,2015-07-22,113.34,48.0,0,0,113.34,0.0242,0.0723,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-58989,,NAME:ccir pays de la loire,Software & Applications,2015-04-17,116.49,48.0,1,0,116.49,0.0109,0.0374,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-59370,,SIREN:264400136,IT Services & Consulting,2015-04-20,116.39,48.0,0,0,116.39,0.0144,0.0474,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-59556,,NAME:conseil general de loire atlantique,Cybersecurity,2015-08-24,112.25,48.0,0,0,112.25,0.0154,0.0498,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-64142,,SIREN:264400136,Software & Applications,2015-04-24,116.26,48.0,1,0,116.26,0.0061,0.0231,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-50024,,SIREN:258500222,Cybersecurity,2015-06-25,114.22,6.0,0,0,114.22,0.0165,0.0527,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-63153,,SIREN:258500222,Unknown,2015-04-27,116.16,48.0,1,0,116.16,0.0071,0.0264,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-64904,,SIREN:288500010,Software & Applications,2015-04-28,116.13,68.0,0,0,116.13,0.0053,0.0207,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-65940,,NAME:pole sante sarthe et loire,IT Maintenance & Support,2015-04-29,116.1,48.0,1,0,116.1,0.0071,0.0264,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-65742,,NAME:ville du mans,Telecom & Networks,2015-07-10,113.73,48.0,1,0,113.73,0.0043,0.0172,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-68078,BOAMP:19-71182,NAME:dir ouest,Telecom & Networks,2015-05-04,115.93,48.0,0,1,52.99,0.0094,0.0331,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-67480,,NAME:syndicat departemental d energie,Software & Applications,2015-05-04,115.93,48.0,1,0,115.93,0.0061,0.0231,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-70236,,SIREN:288500010,IT Services & Consulting,2015-05-06,115.87,42.0,0,0,115.87,0.0157,0.0508,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-71156,,SIREN:194909701,Software & Applications,2015-10-06,110.84,48.0,0,0,110.84,0.013,0.0433,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-72457,BOAMP:15-141361,SIREN:234400034,IT Services & Consulting,2015-05-12,115.67,12.0,0,1,6.87,0.0386,0.105,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-78724,,NAME:e collectivites vendee,IT Services & Consulting,2015-05-22,115.34,48.0,1,0,115.34,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-78916,,SIREN:264400136,IT Services & Consulting,2015-05-22,115.34,48.0,1,0,115.34,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-78924,,SIREN:234400034,Telecom & Networks,2015-05-26,115.21,12.0,0,0,16.79,0.016,0.0514,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-81386,BOAMP:19-87510,NAME:gpm de nantes st nazaire,Software & Applications,2015-05-28,115.14,48.0,1,1,48.29,0.0122,0.0412,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-81231,,NAME:saem vendee,IT Services & Consulting,2015-09-28,111.1,48.0,1,0,111.1,0.0206,0.0634,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-82510,,NAME:cg49,Data & AI,2015-06-01,115.01,48.0,1,0,115.01,0.0126,0.0423,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-82236,,SIREN:214401432,Unknown,2015-06-01,115.01,48.0,0,0,115.01,0.015,0.0488,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-83632,,SIREN:264400136,IT Services & Consulting,2015-06-03,114.95,48.0,1,0,49.08,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-85320,,SIREN:110006012,Software & Applications,2015-06-04,114.91,48.0,1,0,114.91,0.0061,0.0231,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-84881,BOAMP:19-151382,NAME:nantes metropole,Software & Applications,2015-10-14,110.58,48.0,0,1,47.83,0.013,0.0433,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-86218,,SIREN:264400136,Cybersecurity,2015-06-05,114.88,48.0,0,0,114.88,0.0088,0.0315,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-87511,,SIREN:265300087,Telecom & Networks,2015-06-09,114.75,48.0,1,0,114.75,0.0078,0.0284,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-69493,,NAME:ademe,Data & AI,2015-06-10,114.72,11.0,0,0,114.72,0.025,0.0741,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-89415,,NAME:le mans,Software & Applications,2015-06-11,114.68,48.0,1,0,114.68,0.0061,0.0231,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-89263,BOAMP:19-75795,SIREN:258500222,Data & AI,2015-07-22,113.34,48.0,1,1,45.76,0.0071,0.0264,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-90549,,SIREN:242900769,IT Services & Consulting,2015-06-15,114.55,48.0,1,0,114.55,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-90148,,SIREN:242900769,IT Hardware & Equipment,2015-06-15,114.55,48.0,1,0,114.55,0.0126,0.0423,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-92216,,SIREN:264400136,IT Services & Consulting,2015-06-16,114.52,48.0,1,0,48.65,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-92588,,SIREN:234400034,IT Services & Consulting,2015-10-08,110.78,12.0,0,0,12.35,0.0386,0.105,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-94958,,SIREN:791052491,Telecom & Networks,2015-06-22,114.32,48.0,1,0,114.32,0.0078,0.0284,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-93928,,NAME:cte d agglomeration du choletais,Cloud & Infrastructure,2015-06-22,114.32,48.0,1,0,114.32,0.0126,0.0423,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-95100,BOAMP:19-105444,SIREN:247200132,Telecom & Networks,2015-06-22,114.32,48.0,1,1,48.59,0.0078,0.0284,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-95253,,SIREN:264400136,Cybersecurity,2015-06-22,114.32,48.0,1,0,114.32,0.0073,0.027,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-95813,,SIREN:214401622,Software & Applications,2015-10-14,110.58,48.0,1,0,110.58,0.0109,0.0374,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-96106,BOAMP:19-103125,NAME:cnieg,IT Services & Consulting,2015-06-24,114.26,48.0,1,1,48.32,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-96786,,NAME:conseil general de la sarthe,IT Services & Consulting,2015-06-24,114.26,48.0,1,0,114.26,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-96870,BOAMP:19-136955,SIREN:244900015,IT Services & Consulting,2015-06-25,114.22,48.0,1,1,50.53,0.0121,0.041,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-98976,,SIREN:110006012,Software & Applications,2015-06-29,114.09,24.0,0,0,114.09,0.0106,0.0368,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-100830,,SIREN:247200132,Unknown,2015-07-01,114.03,48.0,1,0,114.03,0.0071,0.0264,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-100455,BOAMP:19-156899,NAME:nantes metropole,Cybersecurity,2015-11-20,109.36,48.0,0,1,50.07,0.0154,0.0498,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-102510,,NAME:conseil general de la sarthe,Digital Workplace & Collaboration,2016-01-26,107.16,48.0,1,0,107.16,0.0137,0.0454,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-105085,,NAME:ccir pays de la loire,Software & Applications,2015-07-07,113.83,48.0,1,0,113.83,0.0122,0.0412,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-104125,,SIREN:214401093,Software & Applications,2015-07-08,113.8,48.0,0,0,113.8,0.0073,0.0271,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-107245,,SIREN:247200132,Software & Applications,2016-02-02,106.93,48.0,1,0,106.93,0.0067,0.025,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-108955,BOAMP:19-105444,SIREN:247200132,Telecom & Networks,2015-07-13,113.63,48.0,1,1,47.9,0.0078,0.0284,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-108645,,SIREN:218502888,Telecom & Networks,2015-07-13,113.63,48.0,1,0,113.63,0.0043,0.0172,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-111481,BOAMP:19-59985,SIREN:264400136,Software & Applications,2015-07-20,113.4,48.0,1,1,44.91,0.0109,0.0374,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
BOAMP:15-111661,,NAME:inra formation permanente nationale,Software & Applications,2015-07-21,113.37,36.0,0,0,113.37,0.0154,0.05,Low,LogNormal AFT,"M2 balanced (selected method) proxy recurrence event (M2_balanced: proxy recurrence; identifiable reappearance of a similar procurement need, not a formally verified renewal chain); identifiable BOAMP re-publication, not a legally verified renewal."
