uid,id,nature,objet,codeCPV,procedure,dureeMois,dateNotification,datePublicationDonnees,montant,offresRecues,donneesActuelles,sourceDataset,acheteur_id,acheteur_nom,acheteur_departement_code,acheteur_categorie,titulaire_id,titulaire_typeIdentifiant,titulaire_nom,lieuExecution_code,lieuExecution_typeCode
21440114300018202285372705,202285372705,Marché,"Maintenance et exploitation des équipements anti-intrusion, de télésurveillance et de vidéosurveillance de la Ville d’Orvault.",35121700,Procédure adaptée,48.0,2023-10-19,2023-10-20,0.0,,True,e-marchespublics.com_dematis,21440114300018,COMMUNE D'ORVAULT (MAIRIE),44,Commune,80161144300061,SIRET,SECURITAS TECHNOLOGIES,44700,Code postal
2272000290001420232315000,20232315000,Accord-cadre,Assistance marchés PNC 22/26 & pilotage opérationnel sur l’année scolaire 2023/2024,72220000,Appel d'offres ouvert,9.0,2023-10-18,2023-10-20,110000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,39940293200046,SIRET,MEDI'A 2 B INGENIERIE,72,Code département
244900882000972023A020S21,2023A020S21,Marché,HEBERGEMENT - MAINTENANCE - ET INFOGERANCE DES SERVEURS,72500000,Procédure adaptée,48.0,2023-10-18,2024-03-06,214000.0,,True,pes_marche_2024,24490088200097,CC BAUGEOIS VALLEE,49,Groupement de communes,41170860500075,SIRET,ATEMIS,49150,Code postal
244900882000972023A020S2100,2023A020S2100,Accord-cadre,HEBERGEMENT - MAINTENANCE - ET INFOGERANCE DES SERVEURS,72500000,Procédure adaptée,48.0,2023-10-18,2024-03-06,214000.0,,True,pes_marche_legacy,24490088200097,CC BAUGEOIS VALLEE,49,Groupement de communes,41170860500075,SIRET,ATEMIS,49150,Code postal
224400028000112023S00036,2023S00036,Marché,"Assistance à la mise en oeuvre et à l’administration des systèmes, serveurs et annuaires",72600000,,24.0,2023-10-17,2024-10-06,400000.0,5.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,38873456800495,SIRET,COMPUTACENTER FRANCE,44,Code département
2000424890001920232023031MP000,20232023031MP000,MARCHE,Campagne de mesure de la tension électrique chez l’utilisateur réseau.,72316000,Procédure adaptée,36.0,2023-10-16,2023-10-27,46649.0,,True,aife_dume,20004248900019,SYNDICAT DEPARTEMENTAL D'ENERGIE ET D'EQUIPEMENT DE LA VENDEE,85,Syndicat mixte,47778571100037,SIRET,OMEGAWATT,FRG05,CODE DEPARTEMENT
20007187600011202323000440000,202323000440000,Marché,CONTRAT MAINTENANCE ET HEBERGEMENT LOGICIEL ATAL,72267100,Procédure adaptée,36.0,2023-10-16,2023-11-02,42180.39,,True,pes_marche_legacy,20007187600011,CA SAUMUR VAL DE LOIRE,49,Groupement de communes,75580064600373,SIRET,BERGER LEVRAULT,49400,Code postal
244400644000132023010315MC01,2023010315MC01,Accord-cadre,RENOUVELLEMENT SYSTEME D AIDE A L EXPLOITATION ET A L INFORMATIOON VOYAGEURS DU RESEAU STRAN ET CARENE,48627000,Appel d'offres ouvert,96.0,2023-10-16,2023-10-23,5000000.0,,True,pes_marche_legacy,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,32598655200041,SIRET,SEIPRA,44168,Code commune
244400644000132023010315MC01,2023010315MC01,Accord-cadre,RENOUVELLEMENT SYSTEME D AIDE A L EXPLOITATION ET A L INFORMATIOON VOYAGEURS DU RESEAU STRAN ET CARENE,48627000,Appel d'offres ouvert,96.0,2023-10-16,2023-10-23,5000000.0,,True,pes_marche_legacy,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,40107793800033,SIRET,NAVOCAP,44168,Code commune
244400644000132023010315MC01,2023010315MC01,Accord-cadre,RENOUVELLEMENT SYSTEME D AIDE A L EXPLOITATION ET A L INFORMATIOON VOYAGEURS DU RESEAU STRAN ET CARENE,48627000,Appel d'offres ouvert,96.0,2023-10-16,2023-10-23,5000000.0,,True,pes_marche_legacy,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,32066101000274,SIRET,SEMERU,44168,Code commune
2685024240001620232023S2088900,20232023S2088900,ACCORD-CADRE,La fourniture de services de télécommunication avec la fourniture limitée d’accessoires pour les besoins du Centre Hospitalier Georges Mazurelle. - Téléphonie fixe classique,72400000,Appel d'offres ouvert,48.0,2023-10-16,2023-10-16,1000000.0,,True,aife_dume,26850242400016,CHD LA ROCHE SUR YON LUCON MONTAIGU (CHD-VENDEE),85,Établissement hospitalier,38012986648625,SIRET,ORANGE,85,CODE DEPARTEMENT
482414216000442022CDB200000000,2022CDB200000000,Marché,LOT 1 - MARCHE DE REALISATION DE DISPOSITIFS NUMERIQUES POUR L’EXPOSITION TEMPORAIRE Gengis Khan et le grand échange mongol - LOT 1 - STELE,72212520,Procédure adaptée,10.0,2023-10-15,2023-02-10,8000.0,,True,scrap_marches-securises.fr,48241421600044,LE VOYAGE A NANTES,44,,40776870400048,SIRET,OPIXIDO (OPIXIDO - CONQUISTADOR - STUDIO K),44000,Code Postal
20005433600017202397923100,202397923100,Marché,"Mission d’accompagnement et de conseil pour le renouvellement des marchés informatiques (Architecture réseau, VPN, Téléphonie fixe, Infrastructures serveurs)",72220000,Procédure adaptée,11.0,2023-10-12,2023-11-23,12150.0,,True,e-marchespublics.com_dematis,20005433600017,COMMUNE DE MAUGES-SUR-LOIRE (MAIRIE),49,Commune,49062529000021,SIRET,ACTILOGIE,49620,Code postal
2144013580009520232023IBP1100,20232023IBP1100,Marché,LOGICIEL DE GESTION PORTAIL FAMILLE,48219300,Procédure adaptée,48.0,2023-10-12,2023-12-29,94034.0,,True,pes_marche_legacy,21440135800095,COMMUNE DU POULIGUEN (MAIRIE),44,Commune,39825361700045,SIRET,AIGA,44510,Code postal
244900015000112023A23108P00,2023A23108P00,Marché,MAINTENANCE ET MIGRATION DU PROGICIEL DE GESTION DES TEMPS GTA CHRONOGESTOR ET PRESTATIONS ASSOCIEES,72267000,Appel d'offres restreint,37.0,2023-10-12,2023-11-07,214999.99,,True,pes_marche_legacy,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,34054699300668,SIRET,NEXPUBLICA FRANCE (SCETORG),49100,Code postal
21440215800015202397040700,202397040700,Marché,"Fourniture de vêtements de travail, d’articles chaussants et d’équipements de protection individuelle (EPI): Lot 1 : Vêtements de travail et vêtements Haute Visibilité",35113400,Procédure adaptée,39.0,2023-10-10,2023-10-11,110000.0,,True,e-marchespublics.com_dematis,21440215800015,COMMUNE DE VERTOU (MAIRIE),44,Commune,42242332700036,SIRET,ACTUEL'VET,44123,Code postal
775604853000412023nnK6eY-9qm00,2023nnK6eY-9qm00,ACCORD-CADRE,23SNACHCE022-Maintenance corrective et évolutive du Système d’Information Géographique (SIG),72267000,Marché public négocié sans publicité ni mise en concurrence préalable,27.0,2023-10-10,2023-10-10,240000.0,,True,aife_dume,77560485300041,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,44,EPIC,34849974000028,SIRET,ESRI FRANCE,44,CODE DEPARTEMENT
2685024240001620232023F2027400,20232023F2027400,MARCHE SUBSEQUENT,La fourniture de matériels audiovisuels et de prestations permettant d’équiper en solution multimédia les lieux/ salles.,32322000,,34.0,2023-10-09,2023-10-09,128583.51,,True,aife_dume,26850242400016,CHD LA ROCHE SUR YON LUCON MONTAIGU (CHD-VENDEE),85,Établissement hospitalier,91069014800010,SIRET,AUVNI,85,CODE DEPARTEMENT
224400028000112023S00033,2023S00033,Marché,Assistance à maitrise d’oeuvre sur la réalisation de services en ligne sur la plateforme Publik dans le cadre de la Gestion de la relation usager (GRU),72600000,,24.0,2023-10-06,2024-10-06,280000.0,3.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400068,SIRET,APSIDE,44,Code département
224400028000112023S00035,2023S00035,Marché,Assistance à maitrise d’œuvre (AMOE) sur le programme de gestion de la relation usager (GRU),72600000,,48.0,2023-10-06,2024-10-06,300000.0,3.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400068,SIRET,APSIDE,44,Code département
47865038500014202397837900,202397837900,Marché,ACCOMPAGNEMENT A LA TRANSFORMATION DES INFRASTRUCTURES ET PRESTATIONS DE SERVICES MANAGES DU SYSTEME D’INFORMATION,72500000,Procédure avec négociation,24.0,2023-10-06,2023-11-20,3900000.0,,True,e-marchespublics.com_dematis,47865038500014,CAISSE NAT INDUSTRIES ELECT GAZIERES,44,,82076445400022,SIRET,CONSTELLATION,44200,Code postal
194909701003032022204L1MS00400,2022204L1MS00400,Marché subséquent,MS n° 4 - Installations audiovisuelles de 4 salles - Campus de Cholet,32321300,Procédure adaptée,4.0,2023-10-05,2023-12-12,2290.0,,True,scrap_marches-publics.info,19490970100303,UNIVERSITE D'ANGERS,49,,,,,49000,Code postal
224400028000112023S00034,2023S00034,Marché,Prestations d’assistance à maitrise d’ouvrage pour la redéfinition d’une trajectoire SI Solidarité,72600000,,7.0,2023-10-05,2024-10-06,60000.0,4.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,40112055500032,SIRET,ARTIMON (ARTIMON CONSEIL),44,Code département
2272000290001420191915013,20191915013,Accord-cadre,Solutions numériques pour collèges prestations intégration déploiement et maintenance,72500000,Procédure adaptée,48.0,2023-10-05,2023-10-05,8000000.0,,True,pes_marche_legacy,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,32410382900556,SIRET,SPIE ICS,72,Code département
1800360480228420232023S2597700,20232023S2597700,MARCHE,Prestations études easyQBD silver US55 Orléans,72150000,Procédure adaptée,12.0,2023-10-04,2023-10-04,50000.0,,True,aife_dume,18003604802284,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (DELEGATION REGIONALE GRAND OUEST),44,,79446088100038,SIRET,CYBERNANO,45,CODE DEPARTEMENT
218501781000152023004-202300,2023004-202300,Marché,Installation d’un dispositif de vidéo-protection,32323500,Procédure adaptée,12.0,2023-10-04,2023-10-16,141700.0,,True,pes_marche_legacy,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),85,Commune,83493488700011,SIRET,SN2O,85170,Code postal
218501781000152023xv9xn0000000,2023xv9xn0000000,Marché,Installation d’un dispositif de vidéo protection,32323500,Procédure adaptée,6.0,2023-10-04,2023-10-09,141700.6,,True,scrap_marches-securises.fr,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),85,Commune,83493488700011,SIRET,SN2O,85170,Code Postal
244400404001292023S00040,2023S00040,Marché,Maintenance et hébergement de la solution Project Monitor de la société Virage Group et prestations associées,72267100,,48.0,2023-10-04,2024-10-06,,1.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,43752832600097,SIRET,VIRAGE GROUP,44,Code département
2672001600001320232023S1909400,20232023S1909400,ACCORD-CADRE,"Gestion Technique Centralisée ESME SOLUTIONS Prestations de services, d’assistance et de maintenance pour le PSSL et  le C.H. de La Ferté Bernard (dans le cadre du GHT 72) - Relance des lots 4 et 6 de la consultation TELC 22-003) - Prestations de servic...",72250000,,48.0,2023-10-04,2023-10-04,70960.0,,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,39008839100029,SIRET,ESME SOLUTIONS,72,CODE DEPARTEMENT
2672001600001320232023S1909500,20232023S1909500,ACCORD-CADRE,"Gestion Technique Centralisée ESME SOLUTIONS Prestations de services, d’assistance et de maintenance pour le PSSL et  le C.H. de La Ferté Bernard (dans le cadre du GHT 72) - Relance des lots 4 et 6 de la consultation TELC 22-003) - Prestations de servic...",72250000,,48.0,2023-10-04,2023-10-04,49560.0,,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,39008839100029,SIRET,ESME SOLUTIONS,72,CODE DEPARTEMENT
48241421600044202332s5x0000000,202332s5x0000000,ACCORD-CADRE,"Programmation, sonorisation des ouvrages d’art et fourniture du matériel associé - ACCORD-CADRE DE FOURNITURES ET DE SERVICES INTERVENTIONS SUR LES CLOCHERS, PROGRAMMATION ET SONORISATION DES OUVRAGES D’ART DANS LE CADRE DE L’ŒUVRE SONORE DE DOMINIQUE BLAI",72243000,Procédure adaptée,36.0,2023-10-04,2023-10-06,184999.0,,True,aife_dume,48241421600044,LE VOYAGE A NANTES,44,,41982240800102,SIRET,NOVELTY (NOVELTY GRAND OUEST),44000,CODE COMMUNE
22490001900015169719401809100,169719401809100,MARCHE,"FOURNITURE ET MAINTENANCE DES FLOTTES D’AUDIOGUIDES, PRODUCTION DES CONTENUS (THÉÂTRALISATION DU DISCOURS, RÉÉCRITURE DES TEXTES, CRÉATION DE NOUVEAUX CONTENUS) FOURNITURE DE 10 TABLETTES NUMÉRIQUES.",32330000,Procédure adaptée,3.0,2023-10-03,2023-10-13,59914.0,,True,aife_dume,22490001900015,DEPARTEMENT DE MAINE ET LOIRE (CONSEIL DEPARTEMENTAL),49,Département,48769994400020,SIRET,ORPHEO FRANCE,49,CODE DEPARTEMENT
234400034000262023S00211,2023S00211,Marché,Réalisation de comptages et enquêtes dans les trains et les cars Aléop en Pays de la Loire - Durée : 24 mois reconductible 1 fois 24 mois - Montant minimum pour 24 mois : 400 000 euros HTVA - Montant maximum pour 24 mois : 2 200 000 euros HTVA,72221000,Appel d'offres ouvert,48.0,2023-10-02,2024-10-06,,3.0,True,atexo_pays_loire,23440003400026,REGION DES PAYS DE LA LOIRE (CONSEIL REGIONAL DES PAYS DE LA LOIRE),44,Région,49160867500394,SIRET,KISIO SERVICES & CONSULTING (KISIO CONSULTING - KISIO SERVICES),72,Code département
48241421600044202399ecc0000000,202399ecc0000000,ACCORD-CADRE,"Interventions sur les clochers et programmation - ACCORD-CADRE DE FOURNITURES ET DE SERVICES INTERVENTIONS SUR LES CLOCHERS, PROGRAMMATION ET SONORISATION DES OUVRAGES D’ART DANS LE CADRE DE L’ŒUVRE SONORE DE DOMINIQUE BLAIS",72243000,Procédure adaptée,36.0,2023-10-02,2023-10-06,30000.0,,True,aife_dume,48241421600044,LE VOYAGE A NANTES,44,,51107590500022,SIRET,ART CAMP,44000,CODE COMMUNE
244400404001292023S00062,2023S00062,Marché,Missions de  programmation et d’assistance à maîtrise d’ouvrage pour des opérations de bâtiments et ou des opérations mixtes bâtiment-infrastructure ,72243000,Appel d'offres ouvert,60.0,2023-09-29,2024-10-06,0.0,16.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,84105453900025,SIRET,ASCISTE INGENIERIE GRAND OUEST,44,Code département
244400404001292023S00063,2023S00063,Marché,Missions de  programmation et d’assistance à maîtrise d’ouvrage pour des opérations de bâtiments et ou des opérations mixtes bâtiment-infrastructure ,72243000,Appel d'offres ouvert,60.0,2023-09-29,2024-10-06,0.0,16.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,81939414900036,SIRET,CO-S,44,Code département
244400404001292023S00064,2023S00064,Marché,Missions de  programmation et d’assistance à maîtrise d’ouvrage pour des opérations de bâtiments et ou des opérations mixtes bâtiment-infrastructure ,72243000,Appel d'offres ouvert,60.0,2023-09-29,2024-10-06,0.0,16.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,4330964501,SIRET,,44,Code département
28720026500018202432,202432,Marché,"Conseil, accompagnement et infrastructure lié à l’hébergement dans un cloud privé sécurisé de confiance",72500000,Appel d'offres ouvert,48.0,2023-09-29,2024-09-13,20000.0,1.0,True,scrap_marches-publics.info,28720026500018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,72,,,,,72190,Code postal
194909701003032022204L1MS00500,2022204L1MS00500,Marché subséquent,"Marché subséquent n° 5 : "" Renouvellement du système de vidéo-projection de 3 salles de cours de l’UFR Sciences """,32321300,Procédure adaptée,10.0,2023-09-28,2023-12-18,10087.92,,True,scrap_marches-publics.info,19490970100303,UNIVERSITE D'ANGERS,49,,,,,49000,Code postal
224400028000112023S00032,2023S00032,Marché,Prestations d’assistance à maitrise d’œuvre (AMOE) pour l’accompagnement du responsable de l’unité gestion de produits sur les missions affectées au rôle de référent système d’information,72600000,,12.0,2023-09-28,2024-10-06,300000.0,3.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,30906508400068,SIRET,APSIDE,44,Code département
244900015000112023G23001P00,2023G23001P00,Marché,"MAINTENANCE ET ASSISTANCE DES LOGICIELS DE GESTION DOCUMENTAIRE MICROCMUSEE ET SNBASE, HEBERGEMET DE L’OPACWEB ET PRESTATIONS COMPLE.",72267100,Procédure adaptée,48.0,2023-09-28,2023-10-10,214999.0,,True,pes_marche_legacy,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,33202422300023,SIRET,AXIELL FRANCE,49000,Code postal
224400028000112023S00031,2023S00031,Marché,Prestations d’assistance à maitrise d’ouvrage pour l’élaboration d’une trajectoire du SI des voies navigables ,72600000,,12.0,2023-09-27,2024-10-06,100000.0,5.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,43322484700114,SIRET,WAVESTONE ADVISORS,44,Code département
799245709000162023siscz0000000,2023siscz0000000,MARCHE,RESEAUX SOUPLES - MARCHÉ PUBLIC DE TRAVAUX POUR LE RÉAMÉNAGEMENT DE LA PLACE DU 11 NOVEMBRE Á LAVAL,32400000,Appel d'offres ouvert,22.0,2023-09-27,2023-09-27,888404.6,,True,aife_dume,79924570900016,SPL LAVAL MAYENNE AMENAGEMENTS,53,,42028706200012,SIRET,ELITEL RESEAUX,53000,CODE POSTAL
799245709000162023siscz0000000,2023siscz0000000,MARCHE,RESEAUX SOUPLES - MARCHÉ PUBLIC DE TRAVAUX POUR LE RÉAMÉNAGEMENT DE LA PLACE DU 11 NOVEMBRE Á LAVAL,32400000,Appel d'offres ouvert,22.0,2023-09-27,2023-09-27,888404.6,,True,aife_dume,79924570900016,SPL LAVAL MAYENNE AMENAGEMENTS,53,,43408539500557,SIRET,SPIE CITYNETWORKS,53000,CODE POSTAL
244900015000602023A23099T,2023A23099T,Marché,FOURNITURE ET INSTALLATION DE BORNES D’INFORMATION VOYAGEURS (BIV) AUX ARRETS DE BUS,48812000,Appel d'offres ouvert,48.0,2023-09-25,2023-10-10,427000.0,1.0,True,pes_marche_2024,24490001500060,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE (TRANSPORTS URBAINS),49,Groupement de communes,32598655200041,SIRET,SEIPRA,49000,Code postal
244900015000602023A23099T00,2023A23099T00,Accord-cadre,FOURNITURE ET INSTALLATION DE BORNES D’INFORMATION VOYAGEURS (BIV) AUX ARRETS DE BUS,48812000,Appel d'offres ouvert,48.0,2023-09-25,2023-10-10,427000.0,,True,pes_marche_legacy,24490001500060,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE (TRANSPORTS URBAINS),49,Groupement de communes,32598655200041,SIRET,SEIPRA,49000,Code postal
3852903090045420232023S2133800,20232023S2133800,MARCHE SUBSEQUENT,"La présente consultation porte sur des prestations d’assistance auprès du Product Manager de l’ADEME intervenant sur le processus de subventions, dans l’ensemble de ses missions (vision du produit, définition de la feuille de route d’OPALE, maintien du Pr",72000000,,48.0,2023-09-25,2023-09-25,2500000.0,,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,70204275500182,SIRET,CGI FRANCE,75,CODE DEPARTEMENT
3852903090045420232023S2134000,20232023S2134000,MARCHE SUBSEQUENT,"Les prestations, commandées au titre du présent accord cadre à bons de commande, consistent en un accompagnement du Pôle « projets numériques » par un prestataire externe à même de prendre en charge certaines tâches projets pour le compte de la DETSI, du",72000000,,48.0,2023-09-25,2023-09-25,3212500.0,,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,43427070800028,SIRET,NORSYS PARIS ILE DE FRANCE,75,CODE DEPARTEMENT
22850001300658202323028800,202323028800,Accord-cadre,"Prestations, assistance technique et accompagnement à l’évolution du Système d’Information Géographique du Département",72220000,Procédure adaptée,48.0,2023-09-22,2023-09-22,200000.0,,True,scrap_marches-publics.info,22850001300658,DEPARTEMENT DE VENDEE,85,Département,,,,85000,Code postal
2772000360019620232304100,20232304100,Marché,Renouvellement et acquisition de droits d’utilisation de logiciels MICROSOFT - Années 2023-2026,48620000,Procédure adaptée,36.0,2023-09-22,2023-09-29,23002.51,,True,scrap_marches-publics.info,27720003600196,OPH DE LA COMMUNAUTE URBAINE DU MANS (LE MANS METROPOLE HABITAT),72,EPIC,,,,72000,Code postal
218502326000182023004100,2023004100,Marché,REST SCOL LOT 1 VRD ET AMENAGEMENTS EXT,32400000,Procédure adaptée,13.0,2023-09-21,2023-11-20,48462.03,,True,pes_marche_legacy,21850232600018,COMMUNE DE SAINT-HILAIRE-LE-VOUHIS (MAIRIE),85,Commune,40847696800016,SIRET,SARL ALAIN TP,85480,Code postal
218502326000182023004100,2023004100,Marché,REST SCOL LOT 1 VRD ET AMENAGEMENTS EXT,32400000,Procédure adaptée,13.0,2023-09-21,2023-11-20,48462.03,,True,pes_marche_legacy,21850232600018,COMMUNE DE SAINT-HILAIRE-LE-VOUHIS (MAIRIE),85,Commune,42254184700014,SIRET,MARMIN ESPACES VERTS,85480,Code postal
403040850000142023SH14800,2023SH14800,Marché,"Marché de travaux pour l’aménagement d’un Lotissement  destiné à 10 parcelles libres choix, 2 ilots pour 34 logements locatifs et 1 ilot pour 13 logements à LA FERTE BERNARD - Programme 989- 100757",32400000,Procédure adaptée,36.0,2023-09-20,2023-10-02,240833.5,,True,scrap_marches-publics.info,40304085000014,SARTHE HABITAT,72,EPIC,,,,72400,Code postal
529260903000162023SOPRAF000600,2023SOPRAF000600,Marché,MISSION ASSISTANCE A MAITRISE D’OUVRAGE POUR LA MISE EN PLACE D’UNE SOLUTION DE BILLETTERIE,72246000,Procédure adaptée,12.0,2023-09-19,2023-09-19,46150.0,,True,scrap_marches-publics.info,52926090300016,SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,49,,,,,49590,Code postal
2000149260003020232900,20232900,ACCORD-CADRE,23ICE01-Lot 1 : Secteur Nord,32523000,Procédure adaptée,18.0,2023-09-18,2023-09-20,105000.0,,True,aife_dume,20001492600030,TERRITOIRE D ENERGIE LOIRE ATLANTIQUE (TE44),44,Syndicat mixte,31319676800136,SIRET,EIFFAGE ENERGIE SYSTEMES - LOIRE OCEAN (FORCLUM RESEAUX LOIRE ATLANTIQUE),44,CODE DEPARTEMENT
2000149260003020233000,20233000,ACCORD-CADRE,23ICE01-Lot 2 : Secteur Sud,32523000,Procédure adaptée,18.0,2023-09-18,2023-09-20,105000.0,,True,aife_dume,20001492600030,TERRITOIRE D ENERGIE LOIRE ATLANTIQUE (TE44),44,Syndicat mixte,31319676800136,SIRET,EIFFAGE ENERGIE SYSTEMES - LOIRE OCEAN (FORCLUM RESEAUX LOIRE ATLANTIQUE),44,CODE DEPARTEMENT
225300011000152023012400,2023012400,Accord-cadre,"FOURNITURE DE LOGICIELS SGBD, MAINTENANCE ET PRESTATIONS ASSOCIEES -   LOT 3.",72268000,Appel d'offres ouvert,48.0,2023-09-18,2023-09-22,480000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,40409103500190,SIRET,DEEP FRANCE (DEEP),53,Code département
225300011000152023012500,2023012500,Accord-cadre,"FOURNITURE D’EQUIPEMENTS ET DE LOGICIELS EXTREME NETWORKS, MAINTENANCE ET PRESTATIONS ASSOCIEES - LOT 11.",72268000,Appel d'offres ouvert,48.0,2023-09-18,2023-09-22,1000000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,52975314700022,SIRET,APIXIT,53,Code département
247200629000922023MULTI00100,2023MULTI00100,Marché,Acquisition et maintenance logiciel facturation - AEP/AC/OM,48000000,Procédure adaptée,51.0,2023-09-18,2023-10-13,123458.01,,True,pes_marche_legacy,24720062900092,COMMUNAUTE DE COMMUNES DU VAL DE SARTHE (SERVICE ORDURES MENAGERES),72,Groupement de communes,51012968700016,SIRET,JBA-SOFT,72210,Code postal
225300011000152023012300,2023012300,Accord-cadre,"MISE EN OEUVRE D’UNE PLATEFORME D’ECHANGE, MAINTENANCE ET PRESTATIONS ASSOCIEES.",48211000,Appel d'offres ouvert,48.0,2023-09-15,2023-09-29,2000000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,82076445400022,SIRET,CONSTELLATION,53,Code département
24850062100011202323CC01100100,202323CC01100100,Accord-cadre,AMO ACCOMPAGNEMENT ET MAINTIEN EN CONDITIONS OPERATIONNELLES DE LA GRU,72212000,Procédure adaptée,48.0,2023-09-15,2023-09-18,200000.0,,True,pes_marche_legacy,24850062100011,COMMUNAUTE DE COMMUNES DU PAYS DES HERBIERS,85,Groupement de communes,44317013900036,SIRET,ENTR'OUVERT,85500,Code postal
24850062100011202323CC01100100,202323CC01100100,Accord-cadre,AMO ACCOMPAGNEMENT ET MAINTIEN EN CONDITIONS OPERATIONNELLES DE LA GRU,72212000,Procédure adaptée,48.0,2023-09-15,2023-09-18,200000.0,,True,scrap_marches-publics.info,24850062100011,COMMUNAUTE DE COMMUNES DU PAYS DES HERBIERS,85,Groupement de communes,,,,85500,Code postal
24850062100045202323CC01100000,202323CC01100000,Accord-cadre,"Mission d’assistance à la mise en œuvre, accompagnement et maintien en conditions opérationnelles de la GRU PUBLIK - Accord-cadre mono-attributaire avec émission de bons de commande",72212000,Procédure adaptée,48.0,2023-09-15,2023-09-18,200000.0,,True,scrap_marches-securises.fr,24850062100045,COMMUNAUTE DE COMMUNES DU PAYS DES HERBIERS,85,Groupement de communes,44317013900036,SIRET,ENTR'OUVERT,85500,Code Postal
2672001600001320232023F1794400,20232023F1794400,ACCORD-CADRE,"FOURNITURE DE FILMS RADIOLOGIQUES NECESSAIRES AU FONCTIONNEMENT DES REPROGRAPHES DE MARQUE AGFA, POUR LE CHM.",32354100,,48.0,2023-09-14,2023-09-14,16000.0,,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,79937602500034,SIRET,AGFA,72,CODE DEPARTEMENT
244400404001292023S00039,2023S00039,Marché,Contrat de maintenance et d’assistance pour les solutions de la société arche mc2,72267100,,48.0,2023-09-13,2024-10-06,,1.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,42087171700104,SIRET,CITYZEN,44,Code département
225300011000152023012100,2023012100,Accord-cadre,MAINTENANCE D’UNE GED POUR LES DOSSIERS INDIVIDUELS ET PRESTATIONS ASSOCIEES.,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2023-09-11,2023-09-20,900000.0,,True,scrap_marches-publics.info,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,,,,53,Code département
225300011000152023012100,2023012100,Accord-cadre,MAINTENANCE D’UNE GED POUR LES DOSSIERS INDIVIDUELS ET PRESTATIONS ASSOCIEES.,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2023-09-11,2023-09-20,900000.0,,True,pes_marche_legacy,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,32954151000049,SIRET,EFALIA (MAPPING SUITE),53,Code département
