source_contract_id,candidate_contract_id,src_idweb,cand_idweb,buyer_key,buyer_key_type,src_buyer_name,src_source_date,cand_source_date,src_estimated_end_date,gap_months,src_duration_months,src_cpv,cand_cpv,src_segment,cand_segment,text_similarity,cpv_score,temporal_score,buyer_quality_score,composite_score,source_generic_cpv,candidate_generic_cpv,missing_cpv_flag,duration_imputed_flag,candidate_rank,score_margin,candidate_pair_text_backend,current_synthetic_label,current_label_note,m1_probability,m2_probability
BOAMP:15-100455,BOAMP:20-54283,15-100455,20-54283,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-04-23,2019-11-20,53.09,48.0,35261000.0,72250000.0,Cybersecurity,Cybersecurity,0.40538,0.0,0.576,1.0,0.43546,False,False,False,False,17,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,7.2232089258947275e-06,0.0
BOAMP:15-100455,BOAMP:18-90097,15-100455,18-90097,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2019-04-05,2019-11-20,40.47,48.0,35261000.0,48000000.0,Cybersecurity,Software & Applications,0.48791,0.0,0.37276,1.0,0.42947,False,True,False,False,18,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,6.921021071221972e-07,0.0
BOAMP:15-100455,BOAMP:20-86796,15-100455,20-86796,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-07-07,2019-11-20,55.55,48.0,35261000.0,72316000.0,Cybersecurity,Data & AI,0.45765,0.0,0.37067,1.0,0.41635,False,False,False,False,19,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.2607337913153704e-06,0.0
BOAMP:15-100455,BOAMP:20-26585,15-100455,20-26585,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-01-05,2019-11-20,61.53,48.0,35261000.0,72250000.0,Cybersecurity,Cybersecurity,0.61664,0.0,0.0,1.0,0.40899,False,False,False,False,20,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.439518495491982e-07,0.0
BOAMP:15-100455,BOAMP:20-78012,15-100455,20-78012,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-06-18,2019-11-20,54.93,48.0,35261000.0,48761000.0,Cybersecurity,Software & Applications,0.41155,0.0,0.42269,1.0,0.40739,False,False,False,False,21,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,6.835079102035916e-07,0.0
BOAMP:15-100455,BOAMP:20-32203,15-100455,20-32203,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-03-06,2019-11-20,51.51,48.0,35261000.0,72227000.0,Cybersecurity,IT Services & Consulting,0.24039,0.0,0.7074,1.0,0.39244,False,False,False,False,22,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,8.088479414415776e-07,0.0
BOAMP:15-100455,BOAMP:21-96114,15-100455,21-96114,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-07-15,2019-11-20,67.81,48.0,35261000.0,48326100.0,Cybersecurity,Software & Applications,0.56367,0.0,0.0,1.0,0.38674,False,False,False,False,23,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,5.74352867533506e-08,0.0
BOAMP:15-100455,BOAMP:21-48340,15-100455,21-48340,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-04-15,2019-11-20,64.82,48.0,35261000.0,32400000.0,Cybersecurity,Telecom & Networks,0.55925,0.0,0.0,1.0,0.38488,False,False,False,False,24,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,4.2406412964235277e-08,0.0
BOAMP:15-100455,BOAMP:21-97876,15-100455,21-97876,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-07-15,2019-11-20,67.81,48.0,35261000.0,48000000.0,Cybersecurity,Software & Applications,0.54827,0.0,0.0,1.0,0.38027,False,True,False,False,25,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,8.03256897144095e-09,0.0
BOAMP:15-100455,BOAMP:19-16942,15-100455,19-16942,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2019-04-29,2019-11-20,41.26,48.0,35261000.0,72318000.0,Cybersecurity,IT Services & Consulting,0.321,0.0,0.43846,1.0,0.37251,False,False,False,False,26,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,6.920018245458245e-08,0.0
BOAMP:15-100455,BOAMP:21-85552,15-100455,21-85552,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-06-22,2019-11-20,67.05,48.0,35261000.0,72212900.0,Cybersecurity,Digital Workplace & Collaboration,0.52917,0.0,0.0,1.0,0.37225,False,False,False,False,27,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.3602768329571596e-08,0.0
BOAMP:15-100455,BOAMP:21-7561,15-100455,21-7561,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-01-18,2019-11-20,61.96,48.0,35261000.0,72227000.0,Cybersecurity,IT Services & Consulting,0.50843,0.0,0.0,1.0,0.36354,False,False,False,False,28,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,8.057071007072293e-09,0.0
BOAMP:15-100455,BOAMP:20-98264,15-100455,20-98264,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-08-05,2019-11-20,56.5,48.0,35261000.0,72224000.0,Cybersecurity,IT Services & Consulting,0.36111,0.0,0.29128,1.0,0.35992,False,False,False,False,29,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.4011076279243516e-08,0.0
BOAMP:15-100455,BOAMP:20-98214,15-100455,20-98214,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-08-05,2019-11-20,56.5,48.0,35261000.0,72224000.0,Cybersecurity,IT Services & Consulting,0.36111,0.0,0.29128,1.0,0.35992,False,False,False,False,30,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.0981937151320381e-08,0.0
BOAMP:15-100455,BOAMP:21-76634,15-100455,21-76634,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-06-07,2019-11-20,66.56,48.0,35261000.0,32321200.0,Cybersecurity,Telecom & Networks,0.48947,0.0,0.0,1.0,0.35558,False,False,False,False,31,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,3.0033180228396174e-09,0.0
BOAMP:15-100455,BOAMP:18-174875,15-100455,18-174875,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2018-12-18,2019-11-20,36.93,48.0,35261000.0,72810000.0,Cybersecurity,IT Services & Consulting,0.45274,0.0,0.07709,1.0,0.35557,False,False,False,False,32,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.9967603663411863e-09,0.0
BOAMP:15-100455,BOAMP:21-150402,15-100455,21-150402,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-11-14,2019-11-20,71.81,48.0,35261000.0,48326100.0,Cybersecurity,Software & Applications,0.48225,0.0,0.0,1.0,0.35255,False,False,False,False,33,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.6737108624859823e-09,0.0
BOAMP:15-100455,BOAMP:21-143183,15-100455,21-143183,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-10-25,2019-11-20,71.16,48.0,35261000.0,48000000.0,Cybersecurity,Software & Applications,0.47148,0.0,0.0,1.0,0.34802,False,True,False,False,34,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,3.1788863574416745e-10,0.0
BOAMP:15-100455,BOAMP:20-115663,15-100455,20-115663,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-09-22,2019-11-20,58.08,48.0,35261000.0,72600000.0,Cybersecurity,IT Services & Consulting,0.38745,0.0,0.15988,1.0,0.3447,False,False,False,False,35,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.3189546512491543e-09,0.0
BOAMP:15-100455,BOAMP:21-85842,15-100455,21-85842,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-06-25,2019-11-20,67.15,48.0,35261000.0,72253000.0,Cybersecurity,IT Services & Consulting,0.45481,0.0,0.0,1.0,0.34102,False,False,False,False,36,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,5.562859884763035e-10,0.0
BOAMP:15-100455,BOAMP:21-78352,15-100455,21-78352,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-06-09,2019-11-20,66.62,48.0,35261000.0,48000000.0,Cybersecurity,Software & Applications,0.45465,0.0,0.0,1.0,0.34095,False,True,False,False,37,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.219439312880754e-10,0.0
BOAMP:15-100455,BOAMP:20-49949,15-100455,20-49949,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-10-08,2019-11-20,58.61,48.0,35261000.0,48822000.0,Cybersecurity,Software & Applications,0.37607,0.0,0.11608,1.0,0.33116,False,False,False,False,38,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,3.5817857062171054e-10,0.0
BOAMP:15-100455,BOAMP:21-13474,15-100455,21-13474,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-05-12,2019-11-20,65.7,48.0,35261000.0,72260000.0,Cybersecurity,IT Services & Consulting,0.42,0.0,0.0,1.0,0.3264,False,False,False,False,39,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.6738715394650442e-10,0.0
BOAMP:15-100455,BOAMP:20-132336,15-100455,20-132336,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-11-08,2019-11-20,59.63,48.0,35261000.0,48000000.0,Cybersecurity,Software & Applications,0.37606,0.0,0.03121,1.0,0.31419,False,True,False,False,40,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.7383369215156808e-11,0.0
BOAMP:15-100455,BOAMP:20-26328,15-100455,20-26328,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-09-28,2019-11-20,58.28,48.0,35261000.0,72130000.0,Cybersecurity,IT Services & Consulting,0.28115,0.0,0.14345,1.0,0.29677,False,False,False,False,41,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,6.218017199850109e-11,0.0
BOAMP:15-100455,BOAMP:21-76081,15-100455,21-76081,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2021-06-04,2019-11-20,66.46,48.0,35261000.0,72000000.0,Cybersecurity,IT Services & Consulting,0.30645,0.0,0.0,1.0,0.27871,False,True,False,False,42,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,4.873792553425676e-12,0.0
BOAMP:15-100455,BOAMP:20-142134,15-100455,20-142134,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,2015-11-20,2020-11-20,2019-11-20,60.02,48.0,35261000.0,32351200.0,Cybersecurity,Telecom & Networks,0.23786,0.0,0.0,1.0,0.2499,False,False,False,False,43,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,5.396187388178439e-12,0.0
BOAMP:15-100830,BOAMP:18-146639,15-100830,18-146639,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2019-03-26,2019-07-01,44.81,48.0,45112500.0,39300000.0,Unknown,Unknown,0.38679,0.0,0.73412,1.0,0.45927,False,False,False,True,1,0.03081,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,0.0003300048226859405,0.0
BOAMP:15-100830,BOAMP:19-105444,15-100830,19-105444,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2019-07-10,2019-07-01,48.29,48.0,45112500.0,48210000.0,Unknown,Software & Applications,0.19838,0.0,0.97569,1.0,0.42846,False,False,False,True,2,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,4.6033508558009545e-05,0.0
BOAMP:15-100830,BOAMP:19-119207,15-100830,19-119207,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2019-12-23,2019-07-01,53.75,48.0,45112500.0,39300000.0,Unknown,Unknown,0.39819,0.0,0.52124,1.0,0.42149,False,False,False,True,3,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.5834310577339018e-05,0.0
BOAMP:15-100830,BOAMP:20-16573,15-100830,20-16573,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2020-02-03,2019-07-01,55.12,48.0,45112500.0,45223720.0,Unknown,Unknown,0.31486,0.2,0.40626,1.0,0.40949,False,False,False,True,4,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.9309464626596203e-06,0.0
BOAMP:15-100830,BOAMP:19-160471,15-100830,19-160471,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2020-03-16,2019-07-01,56.5,48.0,45112500.0,72322000.0,Unknown,Data & AI,0.33079,0.0,0.29128,1.0,0.34719,False,False,False,True,5,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.5333752346355406e-07,0.0
BOAMP:15-100830,BOAMP:21-27874,15-100830,21-27874,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2021-05-19,2019-07-01,70.6,48.0,45112500.0,72250000.0,Unknown,Cybersecurity,0.36924,0.0,0.0,1.0,0.30508,False,False,False,True,6,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.0397587821908973e-08,0.0
BOAMP:15-100830,BOAMP:20-23864,15-100830,20-23864,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2020-07-29,2019-07-01,60.94,48.0,45112500.0,42131000.0,Unknown,Telecom & Networks,0.16215,0.0,0.0,1.0,0.2181,False,False,False,True,7,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,2.849380025979864e-10,0.0
BOAMP:15-100830,BOAMP:19-177021,15-100830,19-177021,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,2015-07-01,2020-06-04,2019-07-01,59.13,48.0,45112500.0,48210000.0,Unknown,Software & Applications,0.11385,0.0,0.07227,1.0,0.21227,False,False,False,True,8,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.9850402199579332e-10,0.0
BOAMP:15-104125,BOAMP:19-110370,15-104125,19-110370,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2019-07-19,2019-07-08,48.36,48.0,48900000.0,48000000.0,Software & Applications,Software & Applications,0.22118,0.2,0.97021,1.0,0.48294,False,True,False,False,1,0.0260099999999999,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,3.5518590027446736e-05,0.0
BOAMP:15-104125,BOAMP:19-109269,15-104125,19-109269,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2019-08-02,2019-07-08,48.82,48.0,48900000.0,35300000.0,Software & Applications,Cybersecurity,0.28704,0.0,0.93189,1.0,0.45693,False,False,False,False,2,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,0.001634728044188513,0.0
BOAMP:15-104125,BOAMP:19-17307,15-104125,19-17307,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2019-06-27,2019-07-08,47.63,48.0,48900000.0,44512000.0,Software & Applications,Unknown,0.19984,0.0,0.96956,1.0,0.42784,False,False,False,False,3,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,0.0004875004807228313,0.0
BOAMP:15-104125,BOAMP:18-60137,15-104125,18-60137,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2019-04-29,2019-07-08,45.7,48.0,48900000.0,72242000.0,Software & Applications,IT Services & Consulting,0.20523,0.0,0.80804,1.0,0.3978,False,False,False,False,4,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,7.909233466558835e-05,0.0
BOAMP:15-104125,BOAMP:20-29934,15-104125,20-29934,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2020-02-28,2019-07-08,55.72,48.0,48900000.0,35811200.0,Software & Applications,Cybersecurity,0.38791,0.0,0.35699,1.0,0.38432,False,False,False,False,5,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.0213158246271562e-05,0.0
BOAMP:15-104125,BOAMP:20-38676,15-104125,20-38676,SIREN:214401093,SIREN_ENRICHED,Ville de Nantes,2015-07-08,2020-03-15,2019-07-08,56.24,48.0,48900000.0,48000000.0,Software & Applications,Software & Applications,0.26759,0.2,0.31318,1.0,0.37103,False,True,False,False,6,,sentence_transformers:paraphrase-multilingual-MiniLM-L12-v2,0,current silver/synthetic benchmark label for method comparison only; not real BOAMP ground truth,1.5488032050627864e-08,0.0
