source_id,true_candidate_id,true_event,scenario,noise_types_applied
SYN_EASY_SRC_00160,,0,easy,none
SYN_EASY_SRC_00161,SYN_EASY_TRUE_00161,1,easy,none
SYN_EASY_SRC_00162,,0,easy,none
SYN_EASY_SRC_00163,,0,easy,legal_form_variation
SYN_EASY_SRC_00164,,0,easy,none
SYN_EASY_SRC_00165,SYN_EASY_TRUE_00165,1,easy,none
SYN_EASY_SRC_00166,,0,easy,none
SYN_EASY_SRC_00167,SYN_EASY_TRUE_00167,1,easy,none
SYN_EASY_SRC_00168,,0,easy,none
SYN_EASY_SRC_00169,,0,easy,missing_duration
SYN_EASY_SRC_00170,SYN_EASY_TRUE_00170,1,easy,accent_removed|buyer_abbreviation|case_variation
SYN_EASY_SRC_00171,SYN_EASY_TRUE_00171,1,easy,none
SYN_EASY_SRC_00172,SYN_EASY_TRUE_00172,1,easy,none
SYN_EASY_SRC_00173,SYN_EASY_TRUE_00173,1,easy,missing_duration
SYN_EASY_SRC_00174,SYN_EASY_TRUE_00174,1,easy,none
SYN_EASY_SRC_00175,,0,easy,none
SYN_EASY_SRC_00176,,0,easy,none
SYN_EASY_SRC_00177,,0,easy,none
SYN_EASY_SRC_00178,SYN_EASY_TRUE_00178,1,easy,missing_duration
SYN_EASY_SRC_00179,SYN_EASY_TRUE_00179,1,easy,missing_duration
SYN_EASY_SRC_00180,,0,easy,none
SYN_EASY_SRC_00181,SYN_EASY_TRUE_00181,1,easy,missing_duration
SYN_EASY_SRC_00182,,0,easy,none
SYN_EASY_SRC_00183,,0,easy,none
SYN_EASY_SRC_00184,,0,easy,none
SYN_EASY_SRC_00185,SYN_EASY_TRUE_00185,1,easy,none
SYN_EASY_SRC_00186,,0,easy,none
SYN_EASY_SRC_00187,,0,easy,none
SYN_EASY_SRC_00188,SYN_EASY_TRUE_00188,1,easy,none
SYN_EASY_SRC_00189,SYN_EASY_TRUE_00189,1,easy,none
SYN_EASY_SRC_00190,SYN_EASY_TRUE_00190,1,easy,none
SYN_EASY_SRC_00191,SYN_EASY_TRUE_00191,1,easy,none
SYN_EASY_SRC_00192,,0,easy,none
SYN_EASY_SRC_00193,,0,easy,none
SYN_EASY_SRC_00194,SYN_EASY_TRUE_00194,1,easy,none
SYN_EASY_SRC_00195,SYN_EASY_TRUE_00195,1,easy,none
SYN_EASY_SRC_00196,SYN_EASY_TRUE_00196,1,easy,none
SYN_EASY_SRC_00197,SYN_EASY_TRUE_00197,1,easy,none
SYN_EASY_SRC_00198,,0,easy,none
SYN_EASY_SRC_00199,,0,easy,none
SYN_EASY_SRC_00200,SYN_EASY_TRUE_00200,1,easy,none
SYN_EASY_SRC_00201,SYN_EASY_TRUE_00201,1,easy,none
SYN_EASY_SRC_00202,SYN_EASY_TRUE_00202,1,easy,missing_duration
SYN_EASY_SRC_00203,SYN_EASY_TRUE_00203,1,easy,none
SYN_EASY_SRC_00204,SYN_EASY_TRUE_00204,1,easy,none
SYN_EASY_SRC_00205,,0,easy,none
SYN_EASY_SRC_00206,,0,easy,none
SYN_EASY_SRC_00207,,0,easy,missing_duration
SYN_EASY_SRC_00208,,0,easy,none
SYN_EASY_SRC_00209,,0,easy,none
SYN_EASY_SRC_00210,,0,easy,none
SYN_EASY_SRC_00211,SYN_EASY_TRUE_00211,1,easy,none
SYN_EASY_SRC_00212,,0,easy,missing_cpv
SYN_EASY_SRC_00213,,0,easy,none
SYN_EASY_SRC_00214,,0,easy,none
SYN_EASY_SRC_00215,SYN_EASY_TRUE_00215,1,easy,none
SYN_EASY_SRC_00216,SYN_EASY_TRUE_00216,1,easy,none
SYN_EASY_SRC_00217,,0,easy,none
SYN_EASY_SRC_00218,,0,easy,none
SYN_EASY_SRC_00219,,0,easy,none
SYN_EASY_SRC_00220,,0,easy,none
SYN_EASY_SRC_00221,SYN_EASY_TRUE_00221,1,easy,accent_removed|buyer_abbreviation|legal_form_variation
SYN_EASY_SRC_00222,,0,easy,none
SYN_EASY_SRC_00223,,0,easy,none
SYN_EASY_SRC_00224,SYN_EASY_TRUE_00224,1,easy,none
SYN_EASY_SRC_00225,,0,easy,none
SYN_EASY_SRC_00226,SYN_EASY_TRUE_00226,1,easy,none
SYN_EASY_SRC_00227,,0,easy,missing_duration
SYN_EASY_SRC_00228,SYN_EASY_TRUE_00228,1,easy,none
SYN_EASY_SRC_00229,SYN_EASY_TRUE_00229,1,easy,accent_removed|case_variation
SYN_EASY_SRC_00230,,0,easy,none
SYN_EASY_SRC_00231,SYN_EASY_TRUE_00231,1,easy,missing_duration
SYN_EASY_SRC_00232,SYN_EASY_TRUE_00232,1,easy,missing_duration|timing_outlier
SYN_EASY_SRC_00233,,0,easy,none
SYN_EASY_SRC_00234,SYN_EASY_TRUE_00234,1,easy,missing_duration
SYN_EASY_SRC_00235,,0,easy,none
SYN_EASY_SRC_00236,SYN_EASY_TRUE_00236,1,easy,none
SYN_EASY_SRC_00237,SYN_EASY_TRUE_00237,1,easy,none
SYN_EASY_SRC_00238,,0,easy,none
SYN_EASY_SRC_00239,SYN_EASY_TRUE_00239,1,easy,none
SYN_EASY_SRC_00240,,0,easy,missing_duration
SYN_EASY_SRC_00241,,0,easy,none
SYN_EASY_SRC_00242,,0,easy,missing_duration
SYN_EASY_SRC_00243,,0,easy,none
SYN_EASY_SRC_00244,SYN_EASY_TRUE_00244,1,easy,accent_removed|buyer_abbreviation|cpv_reclassification|legal_form_variation
SYN_EASY_SRC_00245,,0,easy,none
SYN_EASY_SRC_00246,,0,easy,none
SYN_EASY_SRC_00247,,0,easy,none
SYN_EASY_SRC_00248,,0,easy,none
SYN_EASY_SRC_00249,SYN_EASY_TRUE_00249,1,easy,none
SYN_EASY_SRC_00250,SYN_EASY_TRUE_00250,1,easy,generic_cpv_replacement
SYN_EASY_SRC_00251,,0,easy,none
SYN_EASY_SRC_00252,,0,easy,none
SYN_EASY_SRC_00253,SYN_EASY_TRUE_00253,1,easy,none
SYN_EASY_SRC_00254,,0,easy,none
SYN_EASY_SRC_00255,,0,easy,none
SYN_EASY_SRC_00256,SYN_EASY_TRUE_00256,1,easy,missing_duration
SYN_EASY_SRC_00257,,0,easy,none
SYN_EASY_SRC_00258,,0,easy,none
SYN_EASY_SRC_00259,SYN_EASY_TRUE_00259,1,easy,none
SYN_EASY_SRC_00260,,0,easy,none
SYN_EASY_SRC_00261,SYN_EASY_TRUE_00261,1,easy,missing_duration
SYN_EASY_SRC_00262,SYN_EASY_TRUE_00262,1,easy,none
SYN_EASY_SRC_00263,SYN_EASY_TRUE_00263,1,easy,none
SYN_EASY_SRC_00264,SYN_EASY_TRUE_00264,1,easy,none
SYN_EASY_SRC_00265,,0,easy,none
SYN_EASY_SRC_00266,SYN_EASY_TRUE_00266,1,easy,cpv_reclassification
SYN_EASY_SRC_00267,,0,easy,legal_form_variation
SYN_EASY_SRC_00268,SYN_EASY_TRUE_00268,1,easy,missing_duration
SYN_EASY_SRC_00269,SYN_EASY_TRUE_00269,1,easy,none
SYN_EASY_SRC_00270,SYN_EASY_TRUE_00270,1,easy,missing_cpv
SYN_EASY_SRC_00271,,0,easy,none
SYN_EASY_SRC_00272,SYN_EASY_TRUE_00272,1,easy,none
SYN_EASY_SRC_00273,SYN_EASY_TRUE_00273,1,easy,none
SYN_EASY_SRC_00274,SYN_EASY_TRUE_00274,1,easy,none
SYN_EASY_SRC_00275,SYN_EASY_TRUE_00275,1,easy,none
SYN_EASY_SRC_00276,SYN_EASY_TRUE_00276,1,easy,none
SYN_EASY_SRC_00277,,0,easy,none
SYN_EASY_SRC_00278,SYN_EASY_TRUE_00278,1,easy,none
SYN_EASY_SRC_00279,SYN_EASY_TRUE_00279,1,easy,none
SYN_EASY_SRC_00280,SYN_EASY_TRUE_00280,1,easy,accent_removed
SYN_EASY_SRC_00281,SYN_EASY_TRUE_00281,1,easy,cpv_reclassification
SYN_EASY_SRC_00282,SYN_EASY_TRUE_00282,1,easy,missing_duration
SYN_EASY_SRC_00283,,0,easy,none
SYN_EASY_SRC_00284,,0,easy,none
SYN_EASY_SRC_00285,SYN_EASY_TRUE_00285,1,easy,none
SYN_EASY_SRC_00286,,0,easy,none
SYN_EASY_SRC_00287,,0,easy,none
SYN_EASY_SRC_00288,,0,easy,none
SYN_EASY_SRC_00289,SYN_EASY_TRUE_00289,1,easy,missing_duration
SYN_EASY_SRC_00290,,0,easy,none
SYN_EASY_SRC_00291,SYN_EASY_TRUE_00291,1,easy,none
SYN_EASY_SRC_00292,,0,easy,none
SYN_EASY_SRC_00293,SYN_EASY_TRUE_00293,1,easy,missing_duration
SYN_EASY_SRC_00294,SYN_EASY_TRUE_00294,1,easy,generic_cpv_replacement
SYN_EASY_SRC_00295,SYN_EASY_TRUE_00295,1,easy,none
SYN_EASY_SRC_00296,,0,easy,none
SYN_EASY_SRC_00297,,0,easy,none
SYN_EASY_SRC_00298,SYN_EASY_TRUE_00298,1,easy,missing_duration
SYN_EASY_SRC_00299,,0,easy,none
SYN_EASY_SRC_00300,,0,easy,none
SYN_EASY_SRC_00301,,0,easy,none
SYN_EASY_SRC_00302,SYN_EASY_TRUE_00302,1,easy,none
SYN_EASY_SRC_00303,SYN_EASY_TRUE_00303,1,easy,missing_duration
SYN_EASY_SRC_00304,SYN_EASY_TRUE_00304,1,easy,none
SYN_EASY_SRC_00305,SYN_EASY_TRUE_00305,1,easy,missing_duration
SYN_EASY_SRC_00306,,0,easy,none
SYN_EASY_SRC_00307,,0,easy,none
SYN_EASY_SRC_00308,,0,easy,none
SYN_EASY_SRC_00309,SYN_EASY_TRUE_00309,1,easy,none
SYN_EASY_SRC_00310,SYN_EASY_TRUE_00310,1,easy,none
SYN_EASY_SRC_00311,SYN_EASY_TRUE_00311,1,easy,cpv_reclassification
SYN_EASY_SRC_00312,SYN_EASY_TRUE_00312,1,easy,none
SYN_EASY_SRC_00313,,0,easy,none
SYN_EASY_SRC_00314,SYN_EASY_TRUE_00314,1,easy,none
SYN_EASY_SRC_00315,,0,easy,missing_duration
SYN_EASY_SRC_00316,,0,easy,none
SYN_EASY_SRC_00317,,0,easy,none
SYN_EASY_SRC_00318,,0,easy,none
SYN_EASY_SRC_00319,,0,easy,none
SYN_EASY_SRC_00320,SYN_EASY_TRUE_00320,1,easy,none
SYN_EASY_SRC_00321,SYN_EASY_TRUE_00321,1,easy,object_shortening
SYN_EASY_SRC_00322,SYN_EASY_TRUE_00322,1,easy,none
SYN_EASY_SRC_00323,,0,easy,none
SYN_EASY_SRC_00324,,0,easy,none
SYN_EASY_SRC_00325,,0,easy,none
SYN_EASY_SRC_00326,SYN_EASY_TRUE_00326,1,easy,missing_duration
SYN_EASY_SRC_00327,SYN_EASY_TRUE_00327,1,easy,none
SYN_EASY_SRC_00328,SYN_EASY_TRUE_00328,1,easy,missing_duration
SYN_EASY_SRC_00329,,0,easy,none
SYN_EASY_SRC_00330,SYN_EASY_TRUE_00330,1,easy,generic_cpv_replacement
SYN_EASY_SRC_00331,,0,easy,none
SYN_EASY_SRC_00332,SYN_EASY_TRUE_00332,1,easy,none
SYN_EASY_SRC_00333,,0,easy,none
SYN_EASY_SRC_00334,SYN_EASY_TRUE_00334,1,easy,none
SYN_EASY_SRC_00335,SYN_EASY_TRUE_00335,1,easy,none
SYN_EASY_SRC_00336,SYN_EASY_TRUE_00336,1,easy,none
SYN_EASY_SRC_00337,,0,easy,accent_removed|case_variation
SYN_EASY_SRC_00338,SYN_EASY_TRUE_00338,1,easy,none
SYN_EASY_SRC_00339,,0,easy,none
SYN_EASY_SRC_00340,SYN_EASY_TRUE_00340,1,easy,none
SYN_EASY_SRC_00341,SYN_EASY_TRUE_00341,1,easy,none
SYN_EASY_SRC_00342,,0,easy,none
SYN_EASY_SRC_00343,,0,easy,none
SYN_EASY_SRC_00344,,0,easy,none
SYN_EASY_SRC_00345,,0,easy,none
SYN_EASY_SRC_00346,SYN_EASY_TRUE_00346,1,easy,none
SYN_EASY_SRC_00347,,0,easy,missing_cpv
SYN_EASY_SRC_00348,SYN_EASY_TRUE_00348,1,easy,missing_duration
SYN_EASY_SRC_00349,,0,easy,none
SYN_EASY_SRC_00350,,0,easy,missing_cpv
SYN_EASY_SRC_00351,SYN_EASY_TRUE_00351,1,easy,none
SYN_EASY_SRC_00352,,0,easy,none
SYN_EASY_SRC_00353,,0,easy,missing_duration
SYN_EASY_SRC_00354,SYN_EASY_TRUE_00354,1,easy,none
SYN_EASY_SRC_00355,SYN_EASY_TRUE_00355,1,easy,none
SYN_EASY_SRC_00356,,0,easy,none
SYN_EASY_SRC_00357,,0,easy,none
SYN_EASY_SRC_00358,,0,easy,none
SYN_EASY_SRC_00359,SYN_EASY_TRUE_00359,1,easy,none
SYN_EASY_SRC_00360,,0,easy,none
SYN_EASY_SRC_00361,SYN_EASY_TRUE_00361,1,easy,none
SYN_EASY_SRC_00362,SYN_EASY_TRUE_00362,1,easy,missing_duration
SYN_EASY_SRC_00363,SYN_EASY_TRUE_00363,1,easy,missing_duration
SYN_EASY_SRC_00364,SYN_EASY_TRUE_00364,1,easy,missing_duration
SYN_EASY_SRC_00365,,0,easy,none
SYN_EASY_SRC_00366,SYN_EASY_TRUE_00366,1,easy,none
SYN_EASY_SRC_00367,SYN_EASY_TRUE_00367,1,easy,none
SYN_EASY_SRC_00368,,0,easy,none
SYN_EASY_SRC_00369,,0,easy,none
SYN_EASY_SRC_00370,,0,easy,none
SYN_EASY_SRC_00371,SYN_EASY_TRUE_00371,1,easy,none
SYN_EASY_SRC_00372,,0,easy,none
SYN_EASY_SRC_00373,,0,easy,none
SYN_EASY_SRC_00374,SYN_EASY_TRUE_00374,1,easy,none
SYN_EASY_SRC_00375,SYN_EASY_TRUE_00375,1,easy,none
SYN_EASY_SRC_00376,,0,easy,missing_duration
SYN_EASY_SRC_00377,SYN_EASY_TRUE_00377,1,easy,generic_cpv_replacement
SYN_EASY_SRC_00378,SYN_EASY_TRUE_00378,1,easy,none
SYN_EASY_SRC_00379,,0,easy,none
SYN_EASY_SRC_00380,,0,easy,none
SYN_EASY_SRC_00381,SYN_EASY_TRUE_00381,1,easy,none
SYN_EASY_SRC_00382,,0,easy,none
SYN_EASY_SRC_00383,SYN_EASY_TRUE_00383,1,easy,none
SYN_EASY_SRC_00384,SYN_EASY_TRUE_00384,1,easy,none
SYN_EASY_SRC_00385,,0,easy,none
SYN_EASY_SRC_00386,,0,easy,missing_duration
SYN_EASY_SRC_00387,SYN_EASY_TRUE_00387,1,easy,none
SYN_EASY_SRC_00388,SYN_EASY_TRUE_00388,1,easy,none
SYN_EASY_SRC_00389,SYN_EASY_TRUE_00389,1,easy,missing_duration
SYN_EASY_SRC_00390,SYN_EASY_TRUE_00390,1,easy,generic_cpv_replacement
SYN_EASY_SRC_00391,SYN_EASY_TRUE_00391,1,easy,missing_cpv
SYN_EASY_SRC_00392,,0,easy,none
SYN_EASY_SRC_00393,SYN_EASY_TRUE_00393,1,easy,none
SYN_EASY_SRC_00394,,0,easy,none
SYN_EASY_SRC_00395,SYN_EASY_TRUE_00395,1,easy,none
SYN_EASY_SRC_00396,SYN_EASY_TRUE_00396,1,easy,none
SYN_EASY_SRC_00397,SYN_EASY_TRUE_00397,1,easy,none
SYN_EASY_SRC_00398,SYN_EASY_TRUE_00398,1,easy,none
SYN_EASY_SRC_00399,,0,easy,none
SYN_EASY_SRC_00400,SYN_EASY_TRUE_00400,1,easy,none
SYN_EASY_SRC_00401,,0,easy,none
SYN_EASY_SRC_00402,SYN_EASY_TRUE_00402,1,easy,missing_cpv
SYN_EASY_SRC_00403,SYN_EASY_TRUE_00403,1,easy,none
SYN_EASY_SRC_00404,,0,easy,none
SYN_EASY_SRC_00405,,0,easy,none
SYN_EASY_SRC_00406,,0,easy,none
SYN_EASY_SRC_00407,SYN_EASY_TRUE_00407,1,easy,none
SYN_EASY_SRC_00408,,0,easy,none
SYN_EASY_SRC_00409,SYN_EASY_TRUE_00409,1,easy,none
SYN_EASY_SRC_00410,,0,easy,none
SYN_EASY_SRC_00411,SYN_EASY_TRUE_00411,1,easy,none
SYN_EASY_SRC_00412,,0,easy,missing_duration
SYN_EASY_SRC_00413,,0,easy,none
SYN_EASY_SRC_00414,,0,easy,none
SYN_EASY_SRC_00415,SYN_EASY_TRUE_00415,1,easy,none
SYN_EASY_SRC_00416,,0,easy,none
SYN_EASY_SRC_00417,SYN_EASY_TRUE_00417,1,easy,none
SYN_EASY_SRC_00418,SYN_EASY_TRUE_00418,1,easy,timing_outlier
SYN_EASY_SRC_00419,,0,easy,missing_duration
SYN_EASY_SRC_00420,SYN_EASY_TRUE_00420,1,easy,cpv_reclassification
SYN_EASY_SRC_00421,SYN_EASY_TRUE_00421,1,easy,none
SYN_EASY_SRC_00422,,0,easy,none
SYN_EASY_SRC_00423,,0,easy,none
SYN_EASY_SRC_00424,SYN_EASY_TRUE_00424,1,easy,none
SYN_EASY_SRC_00425,,0,easy,none
SYN_EASY_SRC_00426,,0,easy,none
SYN_EASY_SRC_00427,SYN_EASY_TRUE_00427,1,easy,timing_outlier
SYN_EASY_SRC_00428,SYN_EASY_TRUE_00428,1,easy,none
SYN_EASY_SRC_00429,,0,easy,none
SYN_EASY_SRC_00430,,0,easy,none
SYN_EASY_SRC_00431,SYN_EASY_TRUE_00431,1,easy,missing_duration
SYN_EASY_SRC_00432,SYN_EASY_TRUE_00432,1,easy,object_shortening
SYN_EASY_SRC_00433,,0,easy,none
SYN_EASY_SRC_00434,SYN_EASY_TRUE_00434,1,easy,none
